country_name,country_code,region_name,region_code,term,score,rank,refresh_date,week
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2024-12-29
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2024-12-29
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2024-12-29
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2024-12-29
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2024-12-29
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2024-12-29
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,pensión,93,11,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,ana de armas,100,23,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,blanca nieves,69,25,2025-03-19,2024-12-22
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,pensión,47,11,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2024-12-15
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,pensión,50,11,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2024-12-08
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,pensión,53,11,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,blanca nieves,46,25,2025-03-19,2024-12-01
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,pensión,43,11,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2024-11-24
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,pensión,57,11,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,eliminatorias,17,24,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2024-11-17
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,pensión,51,11,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,eliminatorias,20,24,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2024-11-10
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,pensión,64,11,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2024-11-03
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,pensión,69,11,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2024-10-27
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,pensión,17,11,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2024-10-20
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,pensión,40,11,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,eliminatorias,19,24,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2024-10-13
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,22,8,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,pensión,68,11,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2024-10-06
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2024-10-06
