country_name,country_code,region_name,region_code,term,score,rank,refresh_date,week
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,pensión,42,11,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2023-10-01
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,pensión,54,11,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,blanca nieves,40,25,2025-03-19,2023-09-24
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,pensión,44,11,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,ana de armas,38,23,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2023-09-17
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,pensión,52,11,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,eliminatorias,15,24,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2023-09-10
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,pensión,66,11,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,eliminatorias,15,24,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2023-09-03
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,pensión,56,11,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,blanca nieves,48,25,2025-03-19,2023-08-27
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,pensión,34,11,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2023-08-20
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,pensión,37,11,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2023-08-13
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,pensión,35,11,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,bukele,31,13,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,blanca nieves,49,25,2025-03-19,2023-08-06
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,pensión,44,11,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,blanca nieves,57,25,2025-03-19,2023-07-30
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,pensión,48,11,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2023-07-23
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,pensión,43,11,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2023-07-16
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2023-07-16
